,playlist_genre,z_i_danceability,z_i_energy,z_i_key,z_i_loudness,z_i_mode,z_i_speechiness,z_i_acousticness,z_i_instrumentalness,z_i_liveness,z_i_valence,z_i_tempo,z_i_duration_ms,z_i_playlist_genre
175,edm,0.8107833,0.9619933,0.0909091,0.8844582,1.0,0.1033067,0.0003612,0.7716298,0.0455823,0.4258325,0.5813659,0.3435161,0.8333333
176,edm,0.5412004,0.6589403,0.0909091,0.8853174,0.0,0.4982896,0.0050805,0.2887324,0.3082329,0.5913219,0.5781514,0.3352212,0.8333333
177,rock,0.4282808,0.6999475,0.4545455,0.8061522,1.0,0.059065,0.2645875,1.01e-05,0.1475904,0.5933401,0.3623032,0.4111773,0.1666667
178,rock,0.4333672,0.8379716,0.0,0.8815037,1.0,0.0412771,0.0535211,3e-06,0.0832329,0.1836529,0.3681646,0.5539012,0.1666667
179,rap,0.6144456,0.736954,0.6363636,0.8439117,1.0,0.3329532,0.278672,0.0,0.3062249,0.6892028,0.4006456,0.4546681,0.3333333
180,rock,0.5991862,0.4038957,0.0,0.720114,0.0,0.0432155,0.862173,0.4185111,0.1204819,0.6690212,0.6921935,0.4059341,0.1666667
181,latin,0.7192269,0.879979,0.5454545,0.8838506,0.0,0.0871152,0.06167,0.0,0.0658635,0.382442,0.4223889,0.4071291,0.6666667
182,edm,0.636826,0.4819093,0.0,0.8160426,0.0,0.0297605,0.7193159,0.8309859,0.1134538,0.1836529,0.671894,0.5165353,0.8333333
183,latin,0.7314344,0.8749781,0.0,0.8839972,1.0,0.0434436,0.1418511,0.0,0.188755,0.9293643,0.6446116,0.4221269,0.6666667
184,edm,0.8290946,0.7739604,0.0,0.8676529,1.0,0.1881414,0.0035714,0.4285714,0.3544177,0.2028254,0.5810118,0.2500924,0.8333333
185,pop,0.768057,0.4959118,0.1818182,0.8179704,1.0,0.0897377,0.1981891,0.0001952,0.3393574,0.7245207,0.3474565,0.389716,0.5
186,rap,0.7975585,0.4939114,0.0909091,0.8216793,1.0,0.1470924,0.0690141,5e-06,0.1034137,0.6478305,0.6082079,0.3073257,0.3333333
187,pop,0.311292,0.7939639,0.4545455,0.9385621,0.0,0.0722919,5.94e-05,0.0805835,0.3012048,0.3047427,0.6681574,0.3989276,0.5
188,edm,0.8708037,0.4649064,0.5454545,0.8375207,0.0,0.0514253,0.0039437,0.9024145,0.0798193,0.3229062,0.5540063,0.6124715,0.8333333
189,rock,0.6480163,0.845973,0.0909091,0.8965279,1.0,0.0394527,0.0439638,0.0,0.1054217,0.6397578,0.4681864,0.3979934,0.1666667
190,pop,0.5981689,0.6269347,0.4545455,0.8213859,0.0,0.0516534,0.0149899,0.1056338,0.376506,0.3935419,0.5085902,0.3467099,0.5
191,latin,0.7822991,0.4369015,0.0909091,0.8390504,1.0,0.0413911,0.4426559,0.0,0.1164659,0.7436932,0.4718277,0.3550787,0.6666667
192,latin,0.6571719,0.8279699,0.9090909,0.8760137,1.0,0.0427594,0.1227364,1.61e-05,0.1626506,0.6357215,0.4903747,0.3245168,0.6666667
193,rap,0.9267548,0.5619233,0.1818182,0.8429059,1.0,0.1915621,0.4225352,4e-06,0.3443775,0.654894,0.6310045,0.5441175,0.3333333
194,rap,0.681587,0.8179681,0.0909091,0.8187876,1.0,0.0359179,0.0061268,0.0,0.0757028,0.5570131,0.5903965,0.2881999,0.3333333
195,pop,0.6032553,0.7959643,0.5454545,0.7762295,1.0,0.03626,0.1247485,0.4969819,0.1164659,0.8748739,0.709678,0.4497908,0.5
196,pop,0.6693795,0.9009827,0.6363636,0.914318,1.0,0.040707,0.0480885,0.0,0.1204819,0.7144299,0.4266885,0.4019385,0.5
197,edm,0.7721261,0.9279874,0.9090909,0.8208621,0.0,0.0458381,0.0003622,0.7072435,0.0721888,0.4480323,0.5810526,0.306047,0.8333333
198,rap,0.82706,0.6869452,0.0909091,0.7600109,1.0,0.1733181,0.0565392,0.0,0.1134538,0.7396569,0.468536,0.4545124,0.3333333
199,latin,0.6703967,0.622934,0.3636364,0.9260734,1.0,0.0514253,0.0671026,0.0,0.5843373,0.4429869,0.399733,0.346089,0.6666667
200,pop,0.6225839,0.8429725,0.7272727,0.8778995,1.0,0.0491448,0.1529175,0.0016398,0.4036145,0.3249243,0.5720584,0.3448493,0.5
201,rap,0.8351984,0.6839447,0.6363636,0.8490036,0.0,0.3797035,0.3450704,2e-06,0.2349398,0.7507568,0.4542706,0.3037368,0.3333333
202,rap,0.7385554,0.3978946,0.3636364,0.7057603,0.0,0.2748005,0.2142857,0.1559356,0.12751,0.5408678,0.4158827,0.4888967,0.3333333
203,edm,0.7029502,0.9819968,0.1818182,0.9126417,1.0,0.1482326,0.0030282,0.1961771,0.2449799,0.3673058,0.5812887,0.6345011,0.8333333
204,rap,0.7365209,0.9729953,0.6363636,0.8362634,1.0,0.1698974,0.0027364,0.5020121,0.3403614,0.2421796,0.6807021,0.3558378,0.3333333
205,rap,0.7527976,0.5919286,0.0909091,0.8684492,0.0,0.0996579,0.0167002,0.0,0.2761044,0.3763875,0.6361804,0.3458749,0.3333333
206,latin,0.698881,0.7019478,0.6363636,0.8617229,0.0,0.0518814,0.0064386,4.43e-05,0.2048193,0.2865792,0.5900332,0.4103462,0.6666667
207,rap,0.91353,0.6239342,0.8181818,0.8179285,1.0,0.3808438,0.0741449,0.0,0.246988,0.8617558,0.6357899,0.2433487,0.3333333
208,latin,0.6551373,0.9449904,0.6363636,0.8652013,1.0,0.0473204,0.0191147,3e-06,0.1405622,0.839556,0.4630787,0.4159923,0.6666667
209,pop,0.5910478,0.9629935,1.0,0.8876433,1.0,0.1118586,0.0296781,0.0,0.1395582,0.7951564,0.5901967,0.3895603,0.5
210,rock,0.5279756,0.8329708,0.5454545,0.8277141,0.0,0.0565564,0.0057545,4e-06,0.1044177,0.5368315,0.6275766,0.5957066,0.1666667
211,rap,0.9084435,0.479909,0.0909091,0.8951659,0.0,0.4059293,0.0085915,0.0,0.1164659,0.3854692,0.3948931,0.3243183,0.3333333
212,rap,0.8992879,0.2658715,0.8181818,0.7238858,1.0,0.0875713,0.749497,0.044165,0.1054217,0.0470232,0.5449258,0.3767735,0.3333333
213,rock,0.6663276,0.7389543,0.8181818,0.8103011,1.0,0.0655644,0.3189135,0.0002676,0.0990964,0.5075681,0.704325,0.7339425,0.1666667
214,latin,0.7894201,0.6839447,1.0,0.8695598,1.0,0.0582668,0.1348089,0.0,0.2550201,0.6639758,0.4131767,0.4368677,0.6666667
215,latin,0.6449644,0.6899457,0.5454545,0.8097563,1.0,0.059293,0.0775654,0.0,0.1325301,0.6508577,0.4312696,0.4852124,0.6666667
216,rap,0.698881,0.8279699,0.5454545,0.8075142,0.0,0.5199544,0.5261569,0.0,0.3413655,0.1008073,0.726141,0.5791499,0.3333333
217,rock,0.3397762,0.9289876,0.1818182,0.8849611,1.0,0.109236,9.76e-05,0.0022334,0.1646586,0.4772957,0.6639849,0.4892859,0.1666667
218,pop,0.688708,0.8389718,0.0,0.8326384,1.0,0.0385405,0.0856137,0.8470825,0.0794177,0.5600404,0.4676325,0.4116697,0.5
219,pop,0.6358087,0.7069487,0.1818182,0.8735201,1.0,0.0384265,0.221328,0.0,0.2138554,0.4833502,0.6268456,0.4751873,0.5
220,rap,0.8646999,0.8929813,0.4545455,0.8730591,1.0,0.0710376,0.0138833,4e-06,0.373494,0.0394551,0.4950012,0.1845449,0.3333333
221,latin,0.7873856,0.7739604,0.8181818,0.885485,1.0,0.0588369,0.2344064,7.85e-05,0.1385542,0.493441,0.4358553,0.4248691,0.6666667
222,latin,0.6703967,0.6889456,0.7272727,0.7664648,0.0,0.0367161,0.4144869,0.0,0.3855422,0.8425832,0.4995233,0.3351862,0.6666667
223,pop,0.5493388,0.6739429,0.3636364,0.7902688,1.0,0.0337514,0.0983903,0.1569416,0.1475904,0.1664985,0.4314876,0.371941,0.5
224,latin,0.775178,0.7399545,0.0909091,0.8743792,0.0,0.2576967,0.2022133,0.0,0.2761044,0.9697275,0.7622224,0.3726922,0.6666667
225,edm,0.8769074,0.399895,0.3636364,0.8164198,1.0,0.0839225,0.0057847,7e-06,0.123494,0.6014127,0.5582832,0.3554096,0.8333333
226,rock,0.7293998,0.5269172,0.8181818,0.7474174,1.0,0.0332953,0.5704225,0.0067203,0.0788153,0.7376387,0.527977,0.4722894,0.1666667
227,rock,0.602238,0.8769785,0.1818182,0.8884186,0.0,0.0572406,0.0095573,0.000172,0.1315261,0.7184662,0.531691,0.4629124,0.1666667
228,pop,0.819939,0.7149501,0.0,0.84563,1.0,0.2599772,0.2193159,0.0,0.1184739,0.6094854,0.5672729,0.304237,0.5
229,pop,0.5045778,0.7969645,0.8181818,0.8563795,1.0,0.2098062,0.110664,0.0,0.251004,0.3874874,0.6813604,0.3238551,0.5
230,rock,0.7182096,0.605931,1.0,0.8609266,1.0,0.0440137,0.0007294,0.0003602,0.1074297,0.9051463,0.4631059,0.3741714,0.1666667
231,latin,0.7711089,0.8019653,0.8181818,0.8788425,1.0,0.0436716,0.0531187,0.0,0.1837349,0.8113017,0.4450448,0.3256457,0.6666667
232,rap,0.8565615,0.2898757,1.0,0.7197578,0.0,0.1379704,0.2293763,0.9094567,0.1144578,0.4086781,0.3631522,0.4049727,0.3333333
233,pop,0.5503561,0.9819968,0.1818182,0.8704398,1.0,0.1220068,0.0077163,0.0007696,0.2921687,0.728557,0.4723226,0.592359,0.5
234,rock,0.4323499,0.7169505,0.0,0.7682669,1.0,0.0336374,0.003501,0.0002515,0.7851406,0.5166498,0.657456,0.3436815,0.1666667
235,rap,0.8596134,0.7049484,0.1818182,0.9054125,1.0,0.2246294,0.332998,0.0,0.1405622,0.2896065,0.3949521,0.4861583,0.3333333
236,latin,0.688708,0.9349886,0.9090909,0.850219,1.0,0.050057,0.3762575,0.0,0.4477912,0.6811302,0.581148,0.3647399,0.6666667
237,rap,0.8799593,0.616933,1.0,0.8132138,0.0,0.0931585,0.1126761,1e-06,0.0962851,0.7951564,0.6352996,0.2958292,0.3333333
238,pop,0.5808749,0.4959118,1.0,0.81906,1.0,0.0791334,0.3581489,1e-06,0.0927711,0.2401615,0.5438271,0.4201047,0.5
239,edm,0.5595117,0.8539744,0.0909091,0.8842696,0.0,0.0481186,0.0503018,1.91e-05,0.1596386,0.3874874,0.5810299,0.5527607,0.8333333
240,rap,0.8219736,0.7279524,0.0909091,0.8756784,0.0,0.2394527,0.0030885,0.0,0.4146586,0.6781029,0.7622587,0.5516962,0.3333333
241,rap,0.5625636,0.8619758,0.8181818,0.8575949,0.0,0.5769669,0.1589537,0.0,0.1094378,0.7225025,0.5618246,0.315784,0.3333333
242,latin,0.7690743,0.8159678,0.5454545,0.8575949,1.0,0.0556442,0.22334,0.0,0.0946787,0.6286579,0.4129997,0.374619,0.6666667
243,rock,0.5462869,0.8589753,0.5454545,0.8614714,1.0,0.0379704,0.0003199,0.0044366,0.0963855,0.3723512,0.6173429,0.5247076,0.1666667
244,edm,0.6836216,0.7879629,0.9090909,0.7974142,0.0,0.045382,0.1237425,0.3692153,0.0832329,0.3602422,0.5538656,0.3903544,0.8333333
245,latin,0.8819939,0.4999125,0.1818182,0.7480251,1.0,0.1835804,0.0279678,0.0016197,0.087751,0.5116044,0.476763,0.312565,0.6666667
246,rock,0.7568667,0.7979646,0.6363636,0.8479559,1.0,0.0415051,0.1760563,0.0036922,0.2610442,0.8980827,0.5678087,0.5147954,0.1666667
247,rock,0.6775178,0.9359888,0.6363636,0.765438,1.0,0.0542759,0.0024547,0.0865191,0.1536145,0.7830474,0.4157828,0.5428213,0.1666667
248,rock,0.4242116,0.5349186,0.6363636,0.7926786,1.0,0.0301026,0.0003863,0.0001549,0.125502,0.0781029,0.4180166,0.5680446,0.1666667
249,latin,0.8189217,0.8519741,0.9090909,0.8824047,1.0,0.1124287,0.4396378,1e-06,0.0801205,0.7204844,0.4270245,0.2015765,0.6666667
250,latin,0.6673449,0.6139324,0.5454545,0.8690778,0.0,0.1163056,0.5613682,0.0008672,0.2158635,0.3531786,0.581325,0.2914501,0.6666667
251,rap,0.8484232,0.582927,0.0,0.8288037,1.0,0.0389966,0.1096579,6e-06,0.0624498,0.9051463,0.4767357,0.6305736,0.3333333
252,rap,0.8453713,0.4989123,1.0,0.7963875,0.0,0.1299886,0.2706237,0.0,0.3012048,0.5156408,0.4447451,0.4213367,0.3333333
253,latin,0.6307223,0.8319706,0.9090909,0.8716971,1.0,0.041049,0.334004,0.0,0.1044177,0.4853683,0.6580008,0.4400849,0.6666667
254,rock,0.4984741,0.9379891,0.0909091,0.8912265,1.0,0.1470924,0.0023541,2.21e-05,0.186747,0.4409687,0.890539,0.5257975,0.1666667
255,pop,0.6734486,0.4869102,0.4545455,0.7841083,1.0,0.0370582,0.4768612,0.0001147,0.0932731,0.332997,0.5541698,0.3910142,0.5
256,rap,0.5228891,0.719951,0.0909091,0.7950255,1.0,0.2348917,0.9818913,0.0731388,0.9136546,0.9858729,0.3896037,0.0496156,0.3333333
257,pop,0.6765005,0.6339359,0.0909091,0.8583702,1.0,0.0330673,0.0149899,0.0,0.1044177,0.1523713,0.5677815,0.5212997,0.5
258,edm,0.5147508,0.725952,0.4545455,0.8483121,0.0,0.0417332,0.0030986,8.15e-05,0.2670683,0.2684157,0.5813523,0.3900625,0.8333333
259,rock,0.6419125,0.7399545,0.0,0.7470193,0.0,0.0343216,0.360161,0.7696177,0.1596386,0.9091826,0.4407724,0.2674958,0.1666667
260,pop,0.4923703,0.8749781,0.3636364,0.8635459,1.0,0.0616876,0.0015493,9.66e-05,0.1696787,0.7305752,0.6811334,0.3511726,0.5
261,latin,0.6703967,0.8429725,0.5454545,0.8257863,1.0,0.1071836,0.0589537,1e-06,0.0805221,0.7517659,0.8121107,0.4193262,0.6666667
262,rock,0.6246185,0.7889631,0.8181818,0.7586908,1.0,0.0389966,0.0344064,0.001328,0.1144578,0.9071645,0.5162314,0.3577198,0.1666667
263,latin,0.7283825,0.8709774,0.0,0.8195629,0.0,0.0690992,0.0288732,6e-06,0.1174699,0.975782,0.562315,0.3595103,0.6666667
264,rap,0.8708037,0.6959468,0.5454545,0.8997339,1.0,0.2576967,0.0407445,9.1e-06,0.0904618,0.7245207,0.4074333,0.5336603,0.3333333
265,pop,0.5829095,0.8869802,0.8181818,0.8508266,1.0,0.0405929,0.0267606,4e-06,0.0914659,0.7709384,0.7261546,0.4047664,0.5
266,rap,0.664293,0.9279874,0.0909091,0.8907864,1.0,0.1009122,0.0021429,0.6046278,0.6516064,0.2411705,0.6811516,0.4779977,0.3333333
267,pop,0.8870804,0.5189158,0.6363636,0.8202753,1.0,0.0777651,0.3138833,0.00034,0.0454819,0.790111,0.5448577,0.3048306,0.5
268,rap,0.8514751,0.5619233,1.0,0.8725562,0.0,0.1288483,0.332998,1.41e-05,0.2038153,0.3592331,0.4270881,0.4030965,0.3333333
269,rock,0.4903357,0.8069662,0.0,0.8271064,1.0,0.0521095,0.0282696,0.0,0.1777108,0.5206862,0.8531954,0.4876258,0.1666667
270,edm,0.7873856,0.799965,1.0,0.9163716,0.0,0.0354618,0.0750503,4e-06,0.0705823,0.4480323,0.5673365,0.2930266,0.8333333
271,rap,0.6927772,0.4068962,0.8181818,0.7680364,1.0,0.5746864,0.0306841,0.0,0.0922691,0.1564077,0.8768229,0.4466768,0.3333333
272,edm,0.7110885,0.742955,1.0,0.828238,0.0,0.0565564,0.0001821,0.832998,0.0459839,0.8234107,0.5719085,0.3854771,0.8333333
273,latin,0.6347915,0.2778736,0.4545455,0.707751,1.0,0.0559863,0.695171,0.0017706,0.0911647,0.3925328,0.693097,0.538487,0.6666667
274,edm,0.5045778,0.8649764,0.0,0.9053706,0.0,0.1493729,0.2374245,0.0,0.3182731,0.3259334,0.5716588,0.4194333,0.8333333
275,pop,0.8138352,0.8819793,1.0,0.8803302,0.0,0.0477765,0.0217304,0.5060362,0.0247992,0.9727548,0.5899606,0.367451,0.5
276,latin,0.6327569,0.8379716,0.0909091,0.8399514,1.0,0.0356899,0.0081187,0.0,0.1676707,0.1654894,0.5588281,0.3719702,0.6666667
277,edm,0.4872838,0.799965,0.9090909,0.8522096,0.0,0.100114,0.0055835,0.0,0.3363454,0.2129162,0.581207,0.3983107,0.8333333
278,rock,0.2960326,0.7549571,0.4545455,0.8695598,0.0,0.0570125,0.0624748,0.0,0.0839357,0.4611504,0.6598941,0.4640879,0.1666667
279,edm,0.716175,0.2248644,0.5454545,0.6704105,0.0,0.1133409,0.9074447,0.6609658,0.1064257,0.2452069,0.5448577,0.4698741,0.8333333
280,latin,0.3336724,0.5019128,0.9090909,0.8493598,1.0,0.0375143,0.7716298,0.0,0.7620482,0.2502523,0.5618337,0.5175979,0.6666667
281,rap,0.8687691,0.5539219,0.7272727,0.8751336,1.0,0.1961231,0.7736419,2e-06,0.0752008,0.2744702,0.6450293,0.3096884,0.3333333
282,rock,0.5401831,0.6959468,0.6363636,0.711418,1.0,0.0440137,0.3138833,0.0229376,0.2941767,0.6337033,0.6418693,0.5596874,0.1666667
283,rap,0.7171923,0.7019478,0.0,0.8730591,0.0,0.1231471,0.138833,0.0,0.3654618,0.778002,0.6359034,0.4797357,0.3333333
284,edm,0.4384537,0.8769785,0.7272727,0.854326,0.0,0.1379704,0.0412475,0.0012877,0.126506,0.4883956,0.725973,0.3719137,0.8333333
285,edm,0.6520855,0.7399545,0.8181818,0.8402867,1.0,0.0565564,0.0614688,1.71e-05,0.564257,0.2603431,0.5902375,0.6052821,0.8333333
286,edm,0.6673449,0.9389893,1.0,0.9465247,0.0,0.054618,0.0272636,0.018008,0.3222892,0.5327952,0.4907379,0.4095755,0.8333333
287,latin,0.4099695,0.4419023,0.0,0.8785072,1.0,0.0337514,0.0576459,0.0,0.124498,0.209889,0.7983038,0.4659835,0.6666667
288,rap,0.4903357,0.5309179,0.2727273,0.822245,0.0,0.4378563,0.2243461,0.0,0.1024096,0.4621594,0.9284047,0.5241373,0.3333333
289,edm,0.6785351,0.7789613,0.0909091,0.849276,1.0,0.0440137,0.0010262,0.043662,0.2570281,0.3612513,0.572072,0.4871178,0.8333333
290,edm,0.353001,0.7719601,0.4545455,0.8819437,0.0,0.0625998,0.0600604,0.033501,0.1154618,0.0353179,0.8722645,0.3647496,0.8333333
291,latin,0.7171923,0.6439377,1.0,0.8255768,0.0,0.0412771,0.2424547,0.0,0.1556225,0.5257316,0.5220883,0.3130924,0.6666667
292,rock,0.5920651,0.6889456,0.6363636,0.7175785,1.0,0.0315849,0.610664,0.0574447,0.1455823,0.5358224,0.5047219,0.5719098,0.1666667
293,rap,0.8138352,0.7169505,0.0,0.8090858,1.0,0.2223489,0.0648893,0.0,0.3915663,0.4762866,0.3632839,0.3468792,0.3333333
294,rock,0.2624619,0.7519566,0.7272727,0.8866375,1.0,0.0348917,0.0019115,0.0,0.0854418,0.2774975,0.6334971,0.482149,0.1666667
295,rap,0.8799593,0.9239867,0.0909091,0.9001739,1.0,0.2576967,0.1458753,4.43e-05,0.3845382,0.5620585,0.4427792,0.5318445,0.3333333
296,edm,0.6805697,0.5139149,0.7272727,0.7662972,1.0,0.0849487,0.4195171,0.0,0.1977912,0.5620585,0.3042243,0.3194955,0.8333333
297,latin,0.8077314,0.4339009,0.9090909,0.7023238,0.0,0.4036488,0.0138833,9.1e-06,0.1004016,0.1614531,0.4708879,0.3396839,0.6666667
298,latin,0.3845371,0.7419548,0.6363636,0.7636988,1.0,0.0506271,0.0258551,0.0001258,0.0661647,0.7719475,0.7433349,0.5178315,0.6666667
299,rap,0.7914547,0.5779261,0.8181818,0.8219936,0.0,0.3124287,0.4346076,0.0,0.1385542,0.764884,0.3835924,0.4841225,0.3333333
300,pop,0.8474059,0.8049659,0.7272727,0.8578882,0.0,0.0970353,0.0526157,8.05e-05,0.2951807,0.5045409,0.522111,0.3406707,0.5
301,rap,0.854527,0.5709249,0.9090909,0.8177818,1.0,0.090878,0.1609658,0.0,0.4076305,0.6226034,0.5293482,0.3590685,0.3333333
302,rap,0.8107833,0.6669417,0.0909091,0.8455671,0.0,0.1801596,0.5482897,0.0,0.0358434,0.6266398,0.3473748,0.4875207,0.3333333
303,rap,0.8575788,0.4369015,0.9090909,0.7665905,0.0,0.0776511,0.0517103,0.0,0.0840361,0.5701312,0.5628053,0.3023686,0.3333333
304,rock,0.3428281,0.9929988,0.2727273,0.8870356,0.0,0.2576967,0.0237425,0.0003561,0.1144578,0.1967709,0.6382326,0.317341,0.1666667
305,latin,0.6876907,0.6089316,0.1818182,0.8510991,0.0,0.5484607,0.0710262,0.0,0.1526104,0.5126135,0.644884,0.4549055,0.6666667
306,rap,0.7945066,0.7699597,0.0,0.8882719,1.0,0.1402509,0.2303823,0.0021529,0.1646586,0.8526741,0.7720702,0.4436134,0.3333333
307,rap,0.8016277,0.4469032,0.0909091,0.754458,0.0,0.3751425,0.638833,0.0,0.1054217,0.6962664,0.3404328,0.4499718,0.3333333
308,edm,0.698881,0.8129673,0.0,0.8755736,1.0,0.0762828,0.045674,1.01e-05,0.4116466,0.5297679,0.4951011,0.4250307,0.8333333
309,edm,0.6225839,0.9649939,0.8181818,0.9090795,0.0,0.0477765,0.0032193,8.75e-05,0.0757028,0.7043391,0.5720902,0.3073218,0.8333333
310,edm,0.6602238,0.8199685,0.3636364,0.8934057,1.0,0.063626,0.1217304,0.0,0.0774096,0.3521695,0.5815884,0.3543995,0.8333333
311,rock,0.7110885,0.6549396,0.6363636,0.8647612,1.0,0.0469783,0.4215292,0.0,0.4508032,0.9273461,0.5840764,0.349857,0.1666667
312,latin,0.7568667,0.8349711,0.1818182,0.9029608,1.0,0.1778791,0.043662,0.0,0.0914659,0.7426842,0.7897772,0.361768,0.6666667
313,edm,0.5381485,0.9949991,0.0909091,0.905643,1.0,0.0513113,0.0009748,0.5402414,0.3524096,0.2371342,0.5812478,0.3388899,0.8333333
314,pop,0.5279756,0.9629935,0.1818182,0.9261362,1.0,0.0368301,0.000162,0.0181087,0.3825301,0.1735621,0.5675726,0.593626,0.5
315,edm,0.6744659,0.7269522,0.4545455,0.8558138,1.0,0.4241733,0.0038129,0.0113682,0.7369478,0.3430878,0.5728575,0.4928982,0.8333333
316,rap,0.5615463,0.9339884,0.1818182,0.8204849,1.0,0.0631699,0.018008,0.0708249,0.2218876,0.3037336,0.635572,0.3992585,0.3333333
317,pop,0.5869786,0.8439727,0.6363636,0.9027932,1.0,0.0462942,0.0040946,6e-06,0.501004,0.2855701,0.5224289,0.3496487,0.5
318,pop,0.8006104,0.7219513,0.6363636,0.8595017,1.0,0.0450399,0.0491952,0.0,0.0959839,0.5247225,0.5809346,0.4171912,0.5
319,rap,0.9298067,0.3938939,0.7272727,0.7587327,0.0,0.4161916,0.1901408,0.000169,0.0985944,0.4308779,0.4154514,0.4938538,0.3333333
320,rock,0.4781282,0.5759258,0.6363636,0.7912537,1.0,0.0329532,0.1820926,0.3008048,0.746988,0.0885974,0.474561,0.467488,0.1666667
321,pop,0.8606307,0.7729603,0.4545455,0.8998806,1.0,0.0539339,0.0141851,2.21e-05,0.2048193,0.5913219,0.5630278,0.3823281,0.5
322,edm,0.6449644,0.9789963,0.1818182,0.9191166,1.0,0.0537058,0.003169,0.8752515,0.187751,0.0380424,0.5812478,0.481209,0.8333333
323,rock,0.4638861,0.7759608,0.8181818,0.8266245,0.0,0.0396807,0.0425553,0.0098089,0.1485944,0.2250252,0.7911892,0.6901384,0.1666667
324,pop,0.6144456,0.822969,0.4545455,0.7199883,0.0,0.0387685,0.0011972,0.3531187,0.9919679,0.5449041,0.5925849,0.618464,0.5
325,rock,0.3519837,0.8279699,0.9090909,0.8368292,0.0,0.0442417,0.0026459,3.02e-05,0.8965863,0.2542886,0.5961217,0.7086666,0.1666667
326,rock,0.5900305,0.6239342,0.8181818,0.7983991,1.0,0.0893957,0.0980885,0.0,0.0412651,0.6448032,0.6343643,0.2866682,0.1666667
327,rap,0.698881,0.7189508,0.9090909,0.7950464,0.0,0.4059293,0.0538229,0.0,0.1395582,0.728557,0.357999,0.4203889,0.3333333
328,rap,0.819939,0.7869627,1.0,0.9103158,0.0,0.2462942,0.0440644,0.0,0.0646586,0.7467205,0.405027,0.4558105,0.3333333
329,rap,0.6998983,0.8719776,0.1818182,0.8758251,1.0,0.3215507,0.0291751,0.0,0.5732932,0.5671039,0.3495224,0.4776863,0.3333333
330,rock,0.6449644,0.8039657,0.8181818,0.8320516,1.0,0.0375143,0.0036519,0.0050201,0.3483936,0.7255298,0.6689383,0.4802553,0.1666667
331,rock,0.4069176,0.9409897,0.0909091,0.848396,1.0,0.1197263,9.56e-05,2.21e-05,0.2971888,0.3420787,0.6130296,0.5529223,0.1666667
332,rock,0.6724313,0.5219163,0.6363636,0.6998303,0.0,0.0350057,0.3752515,0.0005835,0.0735944,0.9051463,0.4651672,0.5499562,0.1666667
333,pop,0.7293998,0.7519566,0.0,0.8280075,1.0,0.0741163,0.2525151,0.0004708,0.0805221,0.1412714,0.5628553,0.5396294,0.5
334,edm,0.7192269,0.8109669,0.0909091,0.8278398,0.0,0.0738883,0.0435614,0.0073944,0.1184739,0.2512614,0.5808483,0.3282789,0.8333333
335,pop,0.7344863,0.8209687,0.0909091,0.8924837,0.0,0.1881414,0.0734406,0.0,0.6335341,0.7275479,0.5808982,0.4014967,0.5
336,edm,0.8840285,0.7449554,0.0,0.8875385,1.0,0.0441277,0.0949698,0.1257545,0.0686747,0.8496468,0.5630323,0.4104786,0.8333333
337,edm,0.6276704,0.8139674,0.0909091,0.8723467,1.0,0.0584949,0.0062374,0.5492958,0.1415663,0.053885,0.5813069,0.324293,0.8333333
338,rock,0.5717192,0.5799265,0.3636364,0.8577206,1.0,0.0285063,0.1177062,0.0013481,0.9638554,0.2815338,0.4511605,0.6124696,0.1666667
339,rap,0.6113937,0.9009827,0.4545455,0.7969742,0.0,0.0527936,0.0091751,0.2575453,0.2650602,0.9424823,0.3529684,0.3839552,0.3333333
340,pop,0.9206511,0.5139149,0.0,0.7192339,1.0,0.0782212,0.0008753,0.3782696,0.1084337,0.4106963,0.5559087,0.4556295,0.5
341,pop,0.8565615,0.8009652,0.7272727,0.8859669,0.0,0.2599772,0.1579477,5e-06,0.0644578,0.6226034,0.4353241,0.405792,0.5
342,edm,0.7568667,0.8309704,0.0,0.8890053,1.0,0.0578107,0.0047686,0.7937626,0.1285141,0.2028254,0.581266,0.4617368,0.8333333
343,rap,0.5574771,0.4599055,0.1818182,0.8001593,1.0,0.0765108,0.1187123,0.0,0.189759,0.3007064,0.5804896,0.3222962,0.3333333
344,edm,0.7171923,0.6949466,0.5454545,0.8765585,1.0,0.0372862,0.0701207,0.0,0.2349398,0.6841574,0.4814077,0.3272163,0.8333333
345,latin,0.7039674,0.7239517,0.6363636,0.8335394,0.0,0.0335234,0.0278672,0.0008662,0.0855422,0.5388496,0.5719539,0.3746832,0.6666667
346,edm,0.5747711,0.8849799,0.9090909,0.868533,0.0,0.036374,0.008672,0.1690141,0.7128514,0.5287588,0.5813523,0.293881,0.8333333
347,edm,0.7965412,0.8979821,1.0,0.8488779,0.0,0.0511973,0.0996982,0.8812877,0.6355422,0.481332,0.5720856,0.8952726,0.8333333
348,latin,0.9104781,0.6779436,0.9090909,0.786057,0.0,0.0736602,0.2897384,0.0,0.4066265,0.8557013,0.5902875,0.3848076,0.6666667
349,rock,0.4954222,0.8379716,0.3636364,0.8443518,1.0,0.0493729,0.0034507,2.92e-05,0.3785141,0.6609485,0.6208479,0.3432144,0.1666667
350,rap,0.8341811,0.7509564,0.0,0.8195629,1.0,0.1111745,0.2132797,0.0003883,0.1074297,0.6064581,0.5674364,0.2481365,0.3333333
